user_id,car_type,service_type,booking_day_of_week,booking_hour,lead_time_days,previous_missed_appointments,no_show,payment_method,first_time_user,discount_applied,distance_to_station_km,preferred_time_slot,device_used,referral_source,booking_channel,service_duration_minutes,rating_previous_service,wait_time_last_booking_min,account_age_days,cancellation_count
user_178,sedan,oil_change,Friday,6.0,5.0,2.0,0,wallet,yes,NEW10,24.36,,tablet,,web,,,42.0,,2.0
user_179,suv,,Tuesday,11.0,19.0,3.0,1,transfer,no,LOYALTY15,4.67,afternoon,mobile,twitter,mobile_app,102.0,1.7,15.0,,4.0
user_180,truck,engine_diagnostics,Tuesday,20.0,1.0,4.0,1,wallet,no,SUMMER20,7.21,afternoon,,,web,48.0,3.7,,371.0,2.0
user_181,sedan,,Wednesday,10.0,28.0,5.0,1,,1,SUMMER20,1.21,afternoon,tablet,friend,whatsapp,109.0,4.7,3.0,634.0,5.0
user_182,,,Wednesday,9.0,23.0,5.0,1,wallet,0,SUMMER20,,evening,desktop,instagram,whatsapp,87.0,4.6,1.0,679.0,4.0
user_183,truck,tire_rotation,Saturday,19.0,10.0,3.0,0,wallet,no,,,afternoon,tablet,,mobile_app,54.0,4.5,48.0,687.0,
user_184,truck,oil_change,Saturday,17.0,11.0,1.0,1,card,1,SUMMER20,10.67,evening,mobile,friend,whatsapp,69.0,4.5,27.0,958.0,5.0
user_185,sedan,tire_rotation,Thursday,8.0,21.0,2.0,0,,1,SUMMER20,29.54,morning,tablet,twitter,whatsapp,65.0,1.8,58.0,673.0,
user_186,suv,brake_repair,Tuesday,7.0,3.0,1.0,1,transfer,0,LOYALTY15,,evening,,instagram,web,107.0,2.3,58.0,331.0,1.0
user_187,sedan,tire_rotation,Sunday,9.0,25.0,2.0,0,transfer,no,SUMMER20,4.96,evening,desktop,,mobile_app,,1.2,9.0,147.0,3.0
user_188,sedan,oil_change,Saturday,6.0,-21.0,1.0,0,cash,yes,SUMMER20,11.7,evening,desktop,friend,mobile_app,,3.8,40.0,738.0,4.0
user_189,truck,engine_diagnostics,Monday,15.0,25.0,2.0,1,transfer,no,,8.21,afternoon,,instagram,whatsapp,105.0,3.1,60.0,436.0,1.0
user_190,suv,engine_diagnostics,Sunday,9.0,25.0,1.0,0,,,,27.51,morning,desktop,,whatsapp,,,,761.0,1.0
user_191,truck,oil_change,Wednesday,,30.0,1.0,0,cash,0,,2.77,morning,,friend,mobile_app,114.0,3.0,,,4.0
user_192,suv,,Saturday,13.0,18.0,3.0,1,card,0,NEW10,3.38,morning,mobile,google,whatsapp,114.0,,10.0,155.0,1.0
user_193,truck,brake_repair,Thursday,9.0,27.0,4.0,0,card,no,NEW10,2.38,evening,mobile,twitter,whatsapp,93.0,1.5,51.0,61.0,2.0
user_194,suv,oil_change,Tuesday,13.0,3.0,,0,wallet,no,NEW10,18.07,evening,,twitter,mobile_app,63.0,2.8,4.0,217.0,
user_195,sedan,tire_rotation,Saturday,,7.0,0.0,1,transfer,yes,,,afternoon,,,whatsapp,90.0,4.9,58.0,331.0,3.0
user_196,suv,engine_diagnostics,Wednesday,15.0,8.0,5.0,0,card,1,,8.28,afternoon,mobile,google,,90.0,4.6,48.0,386.0,3.0
user_197,truck,oil_change,Wednesday,13.0,16.0,2.0,0,card,yes,LOYALTY15,8.47,evening,desktop,google,web,84.0,,5.0,,0.0
user_198,truck,oil_change,Tuesday,8.0,,1.0,1,card,0,NEW10,11.26,afternoon,mobile,instagram,whatsapp,110.0,2.0,28.0,698.0,5.0
user_199,,engine_diagnostics,,16.0,-0.0,2.0,0,card,1,LOYALTY15,28.3,afternoon,tablet,friend,,66.0,3.7,7.0,,5.0
user_200,sedan,engine_diagnostics,Monday,16.0,23.0,4.0,0,wallet,yes,,25.71,afternoon,desktop,google,whatsapp,66.0,2.9,39.0,575.0,4.0
user_201,truck,tire_rotation,Friday,,19.0,3.0,1,wallet,yes,,21.82,evening,desktop,friend,web,68.0,4.0,41.0,591.0,5.0
user_202,sedan,engine_diagnostics,Saturday,17.0,29.0,0.0,1,transfer,no,NEW10,27.38,morning,mobile,google,,95.0,3.7,9.0,778.0,2.0
user_203,suv,tire_rotation,Thursday,,23.0,4.0,1,cash,no,,21.18,afternoon,,friend,whatsapp,47.0,2.9,14.0,61.0,2.0
user_204,truck,tire_rotation,Thursday,7.0,0.0,3.0,0,transfer,0,NEW10,25.33,afternoon,tablet,google,mobile_app,32.0,1.8,,600.0,4.0
user_205,suv,oil_change,Monday,20.0,7.0,0.0,1,transfer,,NEW10,,,desktop,friend,web,30.0,2.8,51.0,862.0,5.0
user_206,sedan,,Saturday,7.0,10.0,3.0,0,card,yes,,25.5,morning,mobile,friend,web,112.0,3.4,44.0,474.0,
user_207,,oil_change,Tuesday,20.0,4.0,5.0,1,,,SUMMER20,23.14,afternoon,mobile,instagram,mobile_app,88.0,1.1,43.0,454.0,
user_208,truck,oil_change,Sunday,15.0,23.0,,0,card,yes,,3.19,,,,mobile_app,,2.0,36.0,185.0,0.0
user_209,sedan,tire_rotation,Thursday,8.0,20.0,3.0,0,transfer,,NEW10,18.14,morning,desktop,twitter,whatsapp,34.0,1.5,10.0,875.0,4.0
user_210,suv,brake_repair,,,3.0,,1,wallet,no,,1.5,afternoon,tablet,google,web,59.0,2.7,39.0,227.0,0.0
user_211,sedan,brake_repair,Tuesday,16.0,4.0,1.0,0,wallet,0,SUMMER20,19.56,evening,tablet,friend,mobile_app,32.0,3.1,,259.0,4.0
user_212,suv,brake_repair,Wednesday,14.0,7.0,1.0,1,card,1,NEW10,12.75,,desktop,twitter,mobile_app,64.0,,16.0,4.0,0.0
user_213,sedan,,Thursday,19.0,26.0,4.0,1,transfer,0,LOYALTY15,6.55,morning,desktop,google,mobile_app,61.0,1.9,24.0,749.0,
user_214,suv,oil_change,Wednesday,13.0,-0.0,2.0,0,,0,NEW10,6.51,afternoon,tablet,,web,68.0,2.5,38.0,368.0,3.0
user_215,suv,tire_rotation,Monday,6.0,20.0,,1,cash,yes,SUMMER20,21.36,afternoon,tablet,instagram,whatsapp,91.0,3.3,20.0,668.0,
user_216,truck,tire_rotation,Saturday,16.0,15.0,0.0,1,wallet,0,LOYALTY15,,evening,mobile,instagram,,102.0,3.2,37.0,131.0,0.0
user_217,,oil_change,Wednesday,,29.0,,1,transfer,1,,7.75,evening,mobile,instagram,web,94.0,,14.0,730.0,2.0
user_218,truck,oil_change,Monday,19.0,26.0,3.0,0,card,no,,17.83,morning,desktop,,web,35.0,2.2,21.0,624.0,
user_219,sedan,engine_diagnostics,Tuesday,18.0,11.0,4.0,0,cash,0,NEW10,22.71,evening,mobile,instagram,whatsapp,68.0,3.3,29.0,369.0,
user_220,sedan,brake_repair,Sunday,7.0,18.0,2.0,1,transfer,yes,,15.41,evening,mobile,,whatsapp,42.0,3.3,26.0,297.0,3.0
user_221,sedan,oil_change,Friday,8.0,4.0,5.0,1,,0,LOYALTY15,,morning,,instagram,whatsapp,114.0,,16.0,728.0,5.0
user_222,sedan,oil_change,Monday,20.0,6.0,4.0,0,transfer,no,NEW10,21.62,morning,,instagram,,81.0,,39.0,920.0,1.0
user_223,sedan,engine_diagnostics,Monday,17.0,10.0,1.0,1,wallet,yes,LOYALTY15,14.8,evening,desktop,friend,web,,4.7,52.0,,4.0
user_224,truck,tire_rotation,Wednesday,17.0,19.0,3.0,0,transfer,0,SUMMER20,23.42,morning,tablet,twitter,,51.0,2.1,14.0,62.0,
user_225,truck,tire_rotation,Thursday,6.0,28.0,,0,wallet,yes,LOYALTY15,7.43,afternoon,mobile,,whatsapp,103.0,1.1,51.0,256.0,1.0
user_226,sedan,tire_rotation,Thursday,8.0,25.0,1.0,1,card,yes,SUMMER20,13.9,evening,,google,mobile_app,,,25.0,844.0,1.0
user_227,,engine_diagnostics,Monday,15.0,24.0,1.0,0,card,0,LOYALTY15,16.9,afternoon,desktop,,whatsapp,115.0,2.9,20.0,,5.0
user_228,truck,engine_diagnostics,Tuesday,,28.0,0.0,0,transfer,yes,LOYALTY15,27.22,morning,desktop,instagram,mobile_app,40.0,2.9,58.0,570.0,
user_229,sedan,tire_rotation,Friday,12.0,10.0,1.0,1,,0,LOYALTY15,,morning,desktop,instagram,,,3.5,,277.0,3.0
user_230,suv,oil_change,,10.0,14.0,2.0,0,wallet,1,NEW10,2.29,afternoon,tablet,instagram,web,43.0,,40.0,960.0,0.0
user_231,truck,oil_change,Friday,16.0,23.0,4.0,0,cash,0,LOYALTY15,7.66,afternoon,mobile,twitter,mobile_app,,3.7,51.0,779.0,3.0
user_232,suv,,Friday,,23.0,1.0,1,cash,1,,,evening,mobile,,mobile_app,,3.2,50.0,540.0,3.0
user_233,sedan,oil_change,Friday,12.0,11.0,2.0,1,cash,1,NEW10,18.4,afternoon,mobile,google,whatsapp,35.0,2.2,22.0,791.0,1.0
user_234,truck,brake_repair,Friday,11.0,23.0,4.0,1,card,,LOYALTY15,8.75,evening,mobile,friend,mobile_app,59.0,,25.0,278.0,3.0
user_235,truck,tire_rotation,Sunday,13.0,17.0,0.0,0,wallet,no,,29.2,morning,desktop,instagram,mobile_app,,1.2,,644.0,2.0
user_236,truck,oil_change,Friday,12.0,19.0,2.0,0,transfer,0,NEW10,,evening,tablet,,web,50.0,,31.0,578.0,5.0
user_237,truck,brake_repair,,15.0,23.0,1.0,0,cash,0,NEW10,19.95,evening,mobile,twitter,,56.0,2.4,14.0,811.0,0.0
user_238,sedan,oil_change,Friday,14.0,3.0,5.0,1,,no,NEW10,24.7,evening,desktop,friend,whatsapp,33.0,4.0,23.0,880.0,3.0
user_239,suv,brake_repair,Monday,14.0,,2.0,0,wallet,yes,,7.7,afternoon,desktop,google,mobile_app,41.0,2.5,13.0,990.0,4.0
user_240,sedan,oil_change,Tuesday,invalid,25.0,3.0,1,card,no,LOYALTY15,,evening,,google,mobile_app,64.0,4.0,31.0,158.0,0.0
user_241,,tire_rotation,Monday,8.0,21.0,1.0,0,card,0,LOYALTY15,13.69,evening,mobile,twitter,whatsapp,96.0,3.8,,302.0,2.0
user_242,,brake_repair,Thursday,12.0,13.0,2.0,1,cash,no,SUMMER20,10.96,morning,desktop,friend,,36.0,2.9,8.0,,1.0
user_243,suv,,Monday,invalid,13.0,0.0,0,card,yes,SUMMER20,1.21,evening,,google,web,94.0,4.8,1.0,313.0,
user_244,sedan,,Tuesday,,27.0,5.0,0,wallet,,SUMMER20,20.63,evening,tablet,friend,web,68.0,1.1,40.0,352.0,0.0
user_245,sedan,engine_diagnostics,Sunday,,30.0,3.0,1,cash,no,,10.0,morning,,,,92.0,1.5,36.0,150.0,5.0
user_246,truck,engine_diagnostics,Sunday,20.0,26.0,,1,cash,1,LOYALTY15,8.87,,desktop,instagram,web,103.0,4.7,44.0,,1.0
user_247,truck,oil_change,Tuesday,6.0,11.0,4.0,0,card,0,,11.32,morning,desktop,friend,web,45.0,4.1,37.0,802.0,4.0
user_248,truck,tire_rotation,Saturday,10.0,-6.0,1.0,1,cash,0,SUMMER20,3.84,afternoon,desktop,twitter,whatsapp,87.0,2.8,19.0,,1.0
user_249,,,Thursday,20.0,22.0,2.0,1,transfer,no,LOYALTY15,22.69,afternoon,desktop,twitter,,83.0,,9.0,1000.0,2.0
user_250,suv,engine_diagnostics,Friday,18.0,16.0,2.0,1,wallet,yes,,22.48,afternoon,mobile,instagram,mobile_app,77.0,5.0,53.0,543.0,5.0
user_251,suv,engine_diagnostics,Friday,,3.0,1.0,1,transfer,no,LOYALTY15,23.48,morning,tablet,google,web,55.0,1.1,35.0,906.0,4.0
user_252,sedan,engine_diagnostics,Monday,,16.0,2.0,1,,no,SUMMER20,3.64,evening,mobile,google,mobile_app,37.0,,22.0,,1.0
user_253,sedan,oil_change,Tuesday,13.0,8.0,5.0,1,transfer,yes,LOYALTY15,2.89,morning,tablet,instagram,,82.0,1.5,48.0,885.0,1.0
user_254,,tire_rotation,Sunday,10.0,-29.0,1.0,0,card,no,LOYALTY15,16.5,afternoon,tablet,,whatsapp,39.0,2.7,47.0,8.0,4.0
user_255,truck,oil_change,Sunday,12.0,-8.0,2.0,1,wallet,,,8.39,afternoon,mobile,twitter,mobile_app,66.0,3.5,23.0,,0.0
user_256,sedan,oil_change,Thursday,19.0,19.0,5.0,0,card,0,SUMMER20,27.81,afternoon,desktop,,web,53.0,3.8,60.0,,2.0
user_257,sedan,brake_repair,Tuesday,11.0,5.0,0.0,0,,,,29.58,morning,tablet,,mobile_app,115.0,4.0,33.0,734.0,
user_258,sedan,oil_change,,18.0,30.0,2.0,0,cash,,,5.92,afternoon,tablet,instagram,mobile_app,117.0,,,873.0,4.0
user_259,truck,brake_repair,Tuesday,13.0,3.0,2.0,1,wallet,0,LOYALTY15,25.18,evening,mobile,google,mobile_app,48.0,,22.0,869.0,
user_260,,,Thursday,8.0,9.0,,0,wallet,no,SUMMER20,25.2,morning,desktop,friend,mobile_app,97.0,1.2,23.0,526.0,4.0
user_261,suv,oil_change,Wednesday,13.0,23.0,3.0,1,card,,NEW10,12.61,evening,mobile,friend,mobile_app,46.0,2.6,55.0,147.0,5.0
user_262,suv,engine_diagnostics,Tuesday,20.0,26.0,3.0,1,card,0,,22.01,morning,tablet,twitter,web,60.0,,59.0,233.0,4.0
user_263,suv,,Saturday,,1.0,4.0,0,cash,,LOYALTY15,24.64,morning,tablet,google,mobile_app,95.0,1.3,2.0,,1.0
user_264,truck,oil_change,Wednesday,16.0,18.0,1.0,1,card,1,,22.65,,tablet,instagram,,112.0,2.6,23.0,667.0,1.0
user_265,sedan,oil_change,Friday,17.0,2.0,2.0,0,wallet,no,,27.16,evening,desktop,google,,92.0,3.7,53.0,247.0,3.0
user_266,sedan,engine_diagnostics,Sunday,16.0,21.0,5.0,0,card,1,LOYALTY15,28.42,morning,,friend,mobile_app,78.0,3.2,17.0,922.0,4.0
user_267,sedan,tire_rotation,Wednesday,14.0,11.0,3.0,0,card,1,LOYALTY15,25.15,afternoon,mobile,instagram,,59.0,2.6,56.0,161.0,5.0
user_268,truck,brake_repair,Tuesday,12.0,30.0,4.0,0,card,no,,26.13,afternoon,desktop,instagram,web,,4.8,25.0,273.0,3.0
user_269,sedan,oil_change,Saturday,6.0,11.0,1.0,1,transfer,0,,29.86,afternoon,tablet,,web,80.0,1.5,12.0,714.0,5.0
user_270,,brake_repair,Thursday,13.0,15.0,5.0,0,cash,0,SUMMER20,24.12,afternoon,,friend,,51.0,4.2,16.0,229.0,2.0
user_271,truck,,Saturday,7.0,27.0,5.0,1,card,no,SUMMER20,,afternoon,,twitter,web,59.0,2.7,52.0,840.0,0.0
user_272,truck,tire_rotation,Wednesday,16.0,10.0,2.0,0,transfer,1,,29.65,afternoon,tablet,,mobile_app,,,1.0,860.0,
user_273,suv,brake_repair,,13.0,6.0,3.0,0,transfer,,SUMMER20,2.13,,tablet,instagram,mobile_app,58.0,,,727.0,0.0
user_274,suv,tire_rotation,Wednesday,18.0,0.0,0.0,1,cash,yes,LOYALTY15,,,tablet,google,whatsapp,82.0,2.4,57.0,51.0,3.0
user_275,,brake_repair,Friday,11.0,4.0,,1,wallet,1,LOYALTY15,20.9,afternoon,mobile,instagram,whatsapp,46.0,,24.0,644.0,4.0
user_276,sedan,tire_rotation,Thursday,9.0,23.0,,0,wallet,0,,15.28,evening,mobile,instagram,web,59.0,,52.0,,4.0
user_277,truck,oil_change,Wednesday,invalid,2.0,5.0,0,wallet,no,LOYALTY15,17.51,afternoon,mobile,,whatsapp,111.0,4.8,4.0,425.0,4.0
user_278,suv,tire_rotation,Sunday,7.0,29.0,4.0,0,transfer,1,,21.99,evening,desktop,,whatsapp,87.0,4.2,,20.0,0.0
user_279,,brake_repair,Saturday,19.0,12.0,5.0,0,card,0,,22.69,afternoon,,,mobile_app,60.0,4.0,13.0,,4.0
user_280,suv,brake_repair,Thursday,13.0,,2.0,1,transfer,no,,24.53,afternoon,tablet,friend,whatsapp,100.0,2.3,,,0.0
user_281,,engine_diagnostics,Tuesday,11.0,28.0,,1,transfer,1,SUMMER20,18.71,evening,mobile,friend,whatsapp,117.0,3.3,21.0,,3.0
user_282,suv,tire_rotation,Sunday,10.0,21.0,5.0,1,wallet,yes,,25.7,morning,desktop,,whatsapp,69.0,4.9,7.0,468.0,3.0
user_283,,oil_change,Thursday,,25.0,5.0,0,wallet,1,NEW10,10.53,evening,desktop,instagram,whatsapp,45.0,1.6,56.0,317.0,1.0
user_284,sedan,tire_rotation,Thursday,6.0,4.0,2.0,1,transfer,1,SUMMER20,24.34,evening,mobile,instagram,,112.0,,19.0,648.0,
user_285,truck,,Wednesday,19.0,5.0,0.0,0,card,no,,,,desktop,friend,,47.0,4.9,48.0,679.0,3.0
user_286,,oil_change,Saturday,16.0,19.0,5.0,0,transfer,yes,NEW10,15.48,afternoon,mobile,twitter,web,67.0,2.0,17.0,54.0,2.0
user_287,truck,,Tuesday,19.0,7.0,2.0,0,transfer,0,,15.22,morning,mobile,,web,51.0,3.6,55.0,341.0,5.0
user_288,truck,oil_change,Tuesday,6.0,22.0,5.0,1,transfer,yes,,24.14,evening,mobile,friend,web,49.0,1.5,47.0,261.0,5.0
user_289,truck,engine_diagnostics,Saturday,15.0,14.0,,0,cash,0,SUMMER20,28.11,evening,mobile,twitter,whatsapp,,2.5,60.0,219.0,4.0
user_290,truck,brake_repair,Saturday,6.0,17.0,1.0,0,transfer,no,,20.82,evening,mobile,instagram,whatsapp,30.0,,,603.0,5.0
user_291,sedan,engine_diagnostics,Sunday,7.0,21.0,5.0,0,wallet,yes,LOYALTY15,,,tablet,twitter,whatsapp,70.0,,,615.0,2.0
user_292,suv,,Friday,15.0,2.0,4.0,1,,,,11.51,evening,tablet,,web,93.0,3.1,,647.0,3.0
user_293,suv,oil_change,Wednesday,7.0,20.0,3.0,1,wallet,no,SUMMER20,1.87,morning,tablet,google,whatsapp,40.0,3.6,16.0,,5.0
user_294,truck,tire_rotation,Monday,10.0,28.0,0.0,1,wallet,1,,15.38,afternoon,,instagram,mobile_app,113.0,2.3,21.0,193.0,5.0
user_295,suv,engine_diagnostics,Monday,20.0,2.0,3.0,0,transfer,1,,1.26,afternoon,tablet,twitter,web,58.0,4.7,5.0,251.0,3.0
user_296,truck,,,,27.0,5.0,1,wallet,yes,LOYALTY15,4.12,,desktop,,whatsapp,60.0,,7.0,476.0,3.0
user_297,truck,oil_change,Monday,9.0,12.0,1.0,1,cash,yes,,,afternoon,tablet,,whatsapp,47.0,2.6,45.0,,0.0
user_298,truck,oil_change,Tuesday,16.0,9.0,5.0,1,cash,1,LOYALTY15,22.23,afternoon,tablet,,whatsapp,70.0,2.1,11.0,334.0,4.0
user_299,truck,,Tuesday,6.0,13.0,4.0,1,card,0,,14.2,,tablet,instagram,whatsapp,108.0,,,7.0,5.0
user_300,suv,engine_diagnostics,Monday,12.0,15.0,0.0,1,transfer,no,NEW10,10.88,evening,mobile,,,31.0,4.0,58.0,241.0,4.0
user_301,sedan,,Saturday,9.0,22.0,3.0,1,transfer,1,NEW10,13.2,afternoon,tablet,friend,mobile_app,75.0,4.2,16.0,544.0,5.0
user_302,sedan,tire_rotation,Sunday,16.0,30.0,1.0,1,cash,1,NEW10,19.21,morning,mobile,,web,116.0,1.4,53.0,976.0,0.0
user_303,sedan,brake_repair,Thursday,13.0,0.0,,1,card,no,NEW10,29.96,morning,tablet,twitter,web,41.0,1.1,16.0,,4.0
user_304,truck,oil_change,Tuesday,19.0,,0.0,1,wallet,yes,NEW10,14.62,morning,mobile,google,whatsapp,87.0,,8.0,669.0,3.0
user_305,sedan,tire_rotation,Sunday,6.0,0.0,2.0,0,card,no,,22.86,morning,mobile,,whatsapp,57.0,3.9,18.0,847.0,3.0
user_306,truck,tire_rotation,Sunday,7.0,13.0,1.0,1,card,,,15.71,evening,desktop,,whatsapp,58.0,2.3,50.0,580.0,0.0
user_307,truck,brake_repair,Monday,7.0,,,1,transfer,no,NEW10,11.14,morning,desktop,friend,whatsapp,55.0,,51.0,666.0,3.0
user_308,suv,oil_change,Sunday,14.0,7.0,1.0,0,card,,LOYALTY15,7.55,evening,desktop,friend,mobile_app,85.0,4.1,32.0,861.0,
user_309,,brake_repair,,12.0,29.0,4.0,0,transfer,no,LOYALTY15,,evening,mobile,google,whatsapp,61.0,3.0,16.0,192.0,
user_310,suv,oil_change,Friday,12.0,1.0,4.0,0,card,no,,,evening,mobile,google,whatsapp,95.0,1.9,12.0,338.0,0.0
user_311,truck,oil_change,,20.0,25.0,0.0,0,card,no,NEW10,4.42,morning,desktop,,,38.0,,48.0,362.0,0.0
user_312,sedan,engine_diagnostics,Monday,9.0,5.0,5.0,0,transfer,1,LOYALTY15,2.35,evening,tablet,twitter,,103.0,2.1,1.0,387.0,5.0
user_313,sedan,engine_diagnostics,Tuesday,10.0,2.0,5.0,1,card,,,4.81,afternoon,desktop,google,whatsapp,104.0,1.5,59.0,162.0,1.0
user_314,sedan,oil_change,Wednesday,7.0,15.0,1.0,0,,0,NEW10,19.29,afternoon,tablet,twitter,mobile_app,119.0,,2.0,236.0,0.0
user_315,suv,oil_change,Monday,20.0,15.0,0.0,1,transfer,0,LOYALTY15,24.72,afternoon,tablet,twitter,,54.0,3.0,38.0,515.0,1.0
user_316,suv,oil_change,Saturday,14.0,24.0,3.0,0,cash,1,,29.54,afternoon,mobile,,mobile_app,73.0,4.4,29.0,18.0,3.0
user_317,suv,,Saturday,14.0,0.0,,1,card,,NEW10,19.47,afternoon,tablet,instagram,mobile_app,103.0,4.6,,387.0,2.0
user_318,sedan,brake_repair,Wednesday,17.0,29.0,,1,wallet,1,NEW10,14.05,evening,desktop,friend,whatsapp,76.0,,22.0,645.0,1.0
user_319,truck,oil_change,Saturday,15.0,25.0,3.0,0,transfer,no,NEW10,21.93,morning,tablet,friend,web,54.0,,43.0,160.0,0.0
user_320,,tire_rotation,Wednesday,20.0,1.0,2.0,1,wallet,1,,1.51,morning,desktop,twitter,web,31.0,4.8,22.0,57.0,0.0
user_321,suv,engine_diagnostics,Wednesday,invalid,,0.0,1,,yes,,12.59,evening,desktop,instagram,whatsapp,57.0,1.3,37.0,570.0,2.0
user_322,truck,engine_diagnostics,Monday,12.0,,,1,wallet,1,NEW10,19.7,evening,mobile,google,web,58.0,2.0,13.0,41.0,2.0
user_323,,oil_change,,invalid,15.0,2.0,0,cash,1,,29.36,morning,mobile,instagram,web,74.0,1.6,5.0,967.0,3.0
user_324,truck,engine_diagnostics,Thursday,17.0,20.0,2.0,1,wallet,1,SUMMER20,,afternoon,desktop,twitter,web,111.0,1.2,51.0,975.0,1.0
user_325,sedan,engine_diagnostics,Saturday,7.0,30.0,2.0,1,cash,0,NEW10,18.61,afternoon,tablet,instagram,,106.0,4.3,16.0,,5.0
user_326,sedan,,Saturday,8.0,0.0,2.0,1,transfer,no,,14.44,morning,desktop,instagram,web,93.0,2.5,,306.0,1.0
user_327,suv,oil_change,Saturday,9.0,,1.0,0,,,SUMMER20,,afternoon,tablet,google,mobile_app,40.0,3.9,12.0,239.0,0.0
user_328,truck,tire_rotation,Thursday,7.0,5.0,0.0,1,card,1,SUMMER20,25.54,evening,tablet,,mobile_app,78.0,4.2,58.0,368.0,3.0
user_329,sedan,oil_change,Tuesday,9.0,6.0,1.0,0,transfer,yes,SUMMER20,3.41,morning,desktop,,mobile_app,113.0,3.1,27.0,236.0,4.0
user_330,,brake_repair,Wednesday,8.0,5.0,3.0,0,card,no,LOYALTY15,9.95,morning,mobile,,whatsapp,77.0,1.4,6.0,190.0,2.0
user_331,truck,tire_rotation,Wednesday,20.0,0.0,0.0,0,cash,1,SUMMER20,,morning,desktop,,web,48.0,,,296.0,2.0
user_332,suv,engine_diagnostics,Saturday,invalid,23.0,0.0,0,wallet,1,NEW10,,evening,tablet,google,mobile_app,39.0,,48.0,281.0,3.0
user_333,suv,engine_diagnostics,Sunday,8.0,2.0,3.0,0,transfer,1,,7.05,afternoon,mobile,instagram,whatsapp,78.0,4.5,27.0,61.0,4.0
user_334,,oil_change,Saturday,18.0,27.0,2.0,1,wallet,1,LOYALTY15,,morning,,,mobile_app,84.0,2.3,3.0,678.0,1.0
user_335,suv,oil_change,Sunday,14.0,,2.0,0,wallet,1,NEW10,22.66,afternoon,mobile,google,whatsapp,85.0,4.3,1.0,408.0,3.0
user_336,sedan,,Wednesday,8.0,2.0,,1,wallet,no,SUMMER20,26.64,morning,tablet,twitter,,76.0,,42.0,,
user_337,suv,engine_diagnostics,Friday,15.0,27.0,5.0,0,wallet,yes,,27.68,evening,tablet,google,mobile_app,49.0,4.0,52.0,391.0,4.0
user_338,truck,oil_change,Wednesday,10.0,27.0,0.0,0,wallet,yes,,25.24,evening,desktop,,mobile_app,95.0,4.5,17.0,484.0,
user_339,suv,brake_repair,Friday,15.0,26.0,3.0,1,cash,,LOYALTY15,1.21,,,instagram,web,62.0,1.9,57.0,661.0,0.0
user_340,truck,engine_diagnostics,Friday,18.0,13.0,0.0,0,cash,yes,,10.65,evening,tablet,google,,108.0,1.2,41.0,904.0,0.0
user_341,truck,oil_change,Wednesday,16.0,8.0,5.0,1,cash,1,NEW10,16.02,evening,mobile,friend,web,107.0,,56.0,118.0,4.0
user_342,suv,,,invalid,,3.0,0,wallet,0,,10.11,afternoon,tablet,instagram,mobile_app,101.0,2.2,,326.0,2.0
user_343,sedan,brake_repair,Wednesday,,8.0,0.0,0,card,1,LOYALTY15,14.1,morning,desktop,friend,whatsapp,76.0,,55.0,417.0,5.0
user_344,truck,oil_change,Sunday,invalid,10.0,0.0,0,,1,NEW10,27.14,morning,tablet,instagram,mobile_app,87.0,3.2,35.0,855.0,0.0
user_345,suv,engine_diagnostics,Tuesday,13.0,13.0,1.0,1,transfer,0,SUMMER20,12.95,morning,,google,web,57.0,2.6,55.0,188.0,4.0
user_346,suv,tire_rotation,Tuesday,16.0,6.0,1.0,0,card,1,SUMMER20,14.91,afternoon,desktop,,mobile_app,110.0,,18.0,828.0,3.0
user_347,,tire_rotation,Monday,,24.0,3.0,1,transfer,0,NEW10,22.28,morning,tablet,twitter,web,46.0,1.6,21.0,77.0,0.0
user_348,truck,oil_change,Tuesday,6.0,5.0,4.0,0,card,,,25.92,evening,desktop,friend,web,112.0,3.5,6.0,709.0,3.0
user_349,sedan,,Monday,15.0,4.0,2.0,0,wallet,,,18.08,afternoon,,instagram,mobile_app,111.0,3.3,31.0,695.0,3.0
user_350,sedan,tire_rotation,Saturday,12.0,9.0,4.0,1,transfer,yes,LOYALTY15,3.78,,mobile,google,mobile_app,75.0,1.8,,,4.0
user_351,,oil_change,Wednesday,19.0,16.0,3.0,1,wallet,0,NEW10,14.72,afternoon,,instagram,web,36.0,2.5,46.0,856.0,3.0
user_352,sedan,oil_change,,20.0,28.0,4.0,0,transfer,yes,SUMMER20,,,,twitter,web,64.0,1.8,31.0,785.0,4.0
user_353,sedan,,Friday,18.0,30.0,0.0,0,transfer,no,LOYALTY15,12.24,morning,tablet,instagram,mobile_app,51.0,4.5,52.0,50.0,4.0
user_354,suv,tire_rotation,Thursday,invalid,28.0,5.0,1,cash,no,LOYALTY15,6.03,morning,tablet,,mobile_app,115.0,2.2,,598.0,2.0
user_355,truck,tire_rotation,Friday,invalid,21.0,4.0,0,transfer,0,LOYALTY15,13.36,morning,,twitter,whatsapp,77.0,1.8,45.0,,1.0
user_356,suv,engine_diagnostics,Wednesday,9.0,13.0,3.0,1,transfer,1,LOYALTY15,15.05,morning,tablet,friend,mobile_app,104.0,3.1,58.0,747.0,5.0
user_357,,brake_repair,Friday,17.0,15.0,1.0,1,card,0,,21.24,morning,desktop,,whatsapp,61.0,3.6,12.0,227.0,2.0
user_358,sedan,brake_repair,,invalid,22.0,1.0,1,wallet,1,NEW10,25.74,evening,tablet,friend,web,,1.3,12.0,594.0,1.0
